Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
11/08/2017,Arsenal,Leicester,4,3,H,2,2,D,M Dean
12/08/2017,Brighton,Man City,0,2,A,0,0,D,M Oliver
12/08/2017,Chelsea,Burnley,2,3,A,0,3,A,C Pawson
12/08/2017,Crystal Palace,Huddersfield,0,3,A,0,2,A,J Moss
12/08/2017,Everton,Stoke,1,0,H,1,0,H,N Swarbrick
12/08/2017,Southampton,Swansea,0,0,D,0,0,D,M Jones
12/08/2017,Watford,Liverpool,3,3,D,2,1,H,A Taylor
12/08/2017,West Brom,Bournemouth,1,0,H,1,0,H,R Madley
13/08/2017,Man United,West Ham,4,0,H,1,0,H,M Atkinson
13/08/2017,Newcastle,Tottenham,0,2,A,0,0,D,A Marriner
19/08/2017,Bournemouth,Watford,0,2,A,0,0,D,R East
19/08/2017,Burnley,West Brom,0,1,A,0,0,D,M Atkinson
19/08/2017,Leicester,Brighton,2,0,H,1,0,H,L Probert
19/08/2017,Liverpool,Crystal Palace,1,0,H,0,0,D,K Friend
19/08/2017,Southampton,West Ham,3,2,H,2,1,H,L Mason
19/08/2017,Stoke,Arsenal,1,0,H,0,0,D,A Marriner
19/08/2017,Swansea,Man United,0,4,A,0,1,A,J Moss
20/08/2017,Huddersfield,Newcastle,1,0,H,0,0,D,C Pawson
20/08/2017,Tottenham,Chelsea,1,2,A,0,1,A,A Taylor
21/08/2017,Man City,Everton,1,1,D,0,1,A,R Madley
26/08/2017,Bournemouth,Man City,1,2,A,1,1,D,M Dean
26/08/2017,Crystal Palace,Swansea,0,2,A,0,1,A,A Marriner
26/08/2017,Huddersfield,Southampton,0,0,D,0,0,D,S Attwell
26/08/2017,Man United,Leicester,2,0,H,0,0,D,M Oliver
26/08/2017,Newcastle,West Ham,3,0,H,1,0,H,N Swarbrick
26/08/2017,Watford,Brighton,0,0,D,0,0,D,G Scott
27/08/2017,Chelsea,Everton,2,0,H,2,0,H,J Moss
27/08/2017,Liverpool,Arsenal,4,0,H,2,0,H,C Pawson
27/08/2017,Tottenham,Burnley,1,1,D,0,0,D,L Mason
27/08/2017,West Brom,Stoke,1,1,D,0,0,D,A Taylor
09/09/2017,Arsenal,Bournemouth,3,0,H,2,0,H,A Taylor
09/09/2017,Brighton,West Brom,3,1,H,1,0,H,C Kavanagh
09/09/2017,Everton,Tottenham,0,3,A,0,2,A,G Scott
09/09/2017,Leicester,Chelsea,1,2,A,0,1,A,L Mason
09/09/2017,Man City,Liverpool,5,0,H,2,0,H,J Moss
09/09/2017,Southampton,Watford,0,2,A,0,1,A,L Probert
09/09/2017,Stoke,Man United,2,2,D,1,1,D,N Swarbrick
10/09/2017,Burnley,Crystal Palace,1,0,H,1,0,H,M Oliver
10/09/2017,Swansea,Newcastle,0,1,A,0,0,D,M Jones
11/09/2017,West Ham,Huddersfield,2,0,H,0,0,D,K Friend
15/09/2017,Bournemouth,Brighton,2,1,H,0,0,D,C Pawson
16/09/2017,Crystal Palace,Southampton,0,1,A,0,1,A,R Madley
16/09/2017,Huddersfield,Leicester,1,1,D,0,0,D,J Moss
16/09/2017,Liverpool,Burnley,1,1,D,1,1,D,R East
16/09/2017,Newcastle,Stoke,2,1,H,1,0,H,S Attwell
16/09/2017,Tottenham,Swansea,0,0,D,0,0,D,M Dean
16/09/2017,Watford,Man City,0,6,A,0,3,A,A Taylor
16/09/2017,West Brom,West Ham,0,0,D,0,0,D,P Tierney
17/09/2017,Chelsea,Arsenal,0,0,D,0,0,D,M Oliver
17/09/2017,Man United,Everton,4,0,H,1,0,H,A Marriner
23/09/2017,Burnley,Huddersfield,0,0,D,0,0,D,C Kavanagh
23/09/2017,Everton,Bournemouth,2,1,H,0,0,D,M Atkinson
23/09/2017,Leicester,Liverpool,2,3,A,1,2,A,A Taylor
23/09/2017,Man City,Crystal Palace,5,0,H,1,0,H,N Swarbrick
23/09/2017,Southampton,Man United,0,1,A,0,1,A,C Pawson
23/09/2017,Stoke,Chelsea,0,4,A,0,2,A,M Dean
23/09/2017,Swansea,Watford,1,2,A,0,1,A,L Mason
23/09/2017,West Ham,Tottenham,2,3,A,0,2,A,M Oliver
24/09/2017,Brighton,Newcastle,1,0,H,0,0,D,A Marriner
25/09/2017,Arsenal,West Brom,2,0,H,1,0,H,R Madley
30/09/2017,Bournemouth,Leicester,0,0,D,0,0,D,G Scott
30/09/2017,Chelsea,Man City,0,1,A,0,0,D,M Atkinson
30/09/2017,Huddersfield,Tottenham,0,4,A,0,3,A,N Swarbrick
30/09/2017,Man United,Crystal Palace,4,0,H,2,0,H,M Dean
30/09/2017,Stoke,Southampton,2,1,H,1,0,H,M Jones
30/09/2017,West Brom,Watford,2,2,D,2,1,H,M Oliver
30/09/2017,West Ham,Swansea,1,0,H,0,0,D,R East
01/10/2017,Arsenal,Brighton,2,0,H,1,0,H,K Friend
01/10/2017,Everton,Burnley,0,1,A,0,1,A,J Moss
01/10/2017,Newcastle,Liverpool,1,1,D,1,1,D,C Pawson
14/10/2017,Burnley,West Ham,1,1,D,0,1,A,S Attwell
14/10/2017,Crystal Palace,Chelsea,2,1,H,2,1,H,A Marriner
14/10/2017,Liverpool,Man United,0,0,D,0,0,D,M Atkinson
14/10/2017,Man City,Stoke,7,2,H,3,1,H,C Pawson
14/10/2017,Swansea,Huddersfield,2,0,H,1,0,H,P Tierney
14/10/2017,Tottenham,Bournemouth,1,0,H,0,0,D,R Madley
14/10/2017,Watford,Arsenal,2,1,H,0,1,A,N Swarbrick
15/10/2017,Brighton,Everton,1,1,D,0,0,D,M Oliver
15/10/2017,Southampton,Newcastle,2,2,D,0,1,A,K Friend
16/10/2017,Leicester,West Brom,1,1,D,0,0,D,M Dean
20/10/2017,West Ham,Brighton,0,3,A,0,2,A,M Atkinson
21/10/2017,Chelsea,Watford,4,2,H,1,1,D,J Moss
21/10/2017,Huddersfield,Man United,2,1,H,2,0,H,L Mason
21/10/2017,Man City,Burnley,3,0,H,1,0,H,R East
21/10/2017,Newcastle,Crystal Palace,1,0,H,0,0,D,S Attwell
21/10/2017,Southampton,West Brom,1,0,H,0,0,D,G Scott
21/10/2017,Stoke,Bournemouth,1,2,A,0,2,A,L Probert
21/10/2017,Swansea,Leicester,1,2,A,0,1,A,M Oliver
22/10/2017,Everton,Arsenal,2,5,A,1,1,D,C Pawson
22/10/2017,Tottenham,Liverpool,4,1,H,3,1,H,A Marriner
28/10/2017,Arsenal,Swansea,2,1,H,0,1,A,L Mason
