Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
17/08/13,Arsenal,Aston Villa,1,3,A,1,1,D,A Taylor
17/08/13,Liverpool,Stoke,1,0,H,1,0,H,M Atkinson
17/08/13,Norwich,Everton,2,2,D,0,0,D,M Oliver
17/08/13,Sunderland,Fulham,0,1,A,0,0,D,N Swarbrick
17/08/13,Swansea,Man United,1,4,A,0,2,A,P Dowd
17/08/13,West Brom,Southampton,0,1,A,0,0,D,K Friend
17/08/13,West Ham,Cardiff,2,0,H,1,0,H,H Webb
18/08/13,Chelsea,Hull,2,0,H,2,0,H,J Moss
18/08/13,Crystal Palace,Tottenham,0,1,A,0,0,D,M Clattenburg
19/08/13,Man City,Newcastle,4,0,H,2,0,H,A Marriner
21/08/13,Chelsea,Aston Villa,2,1,H,1,1,D,K Friend
24/08/13,Aston Villa,Liverpool,0,1,A,0,1,A,M Clattenburg
24/08/13,Everton,West Brom,0,0,D,0,0,D,R East
24/08/13,Fulham,Arsenal,1,3,A,0,2,A,H Webb
24/08/13,Hull,Norwich,1,0,H,1,0,H,M Jones
24/08/13,Newcastle,West Ham,0,0,D,0,0,D,P Dowd
24/08/13,Southampton,Sunderland,1,1,D,0,1,A,L Mason
24/08/13,Stoke,Crystal Palace,2,1,H,0,1,A,A Marriner
25/08/13,Cardiff,Man City,3,2,H,0,0,D,L Probert
25/08/13,Tottenham,Swansea,1,0,H,0,0,D,N Swarbrick
26/08/13,Man United,Chelsea,0,0,D,0,0,D,M Atkinson
31/08/13,Cardiff,Everton,0,0,D,0,0,D,A Taylor
31/08/13,Crystal Palace,Sunderland,3,1,H,1,0,H,L Probert
31/08/13,Man City,Hull,2,0,H,0,0,D,P Dowd
31/08/13,Newcastle,Fulham,1,0,H,0,0,D,C Foy
31/08/13,Norwich,Southampton,1,0,H,0,0,D,H Webb
31/08/13,West Ham,Stoke,0,1,A,0,0,D,J Moss
01/09/13,Arsenal,Tottenham,1,0,H,1,0,H,M Oliver
01/09/13,Liverpool,Man United,1,0,H,1,0,H,A Marriner
01/09/13,West Brom,Swansea,0,2,A,0,1,A,M Dean
14/09/13,Aston Villa,Newcastle,1,2,A,0,1,A,M Dean
14/09/13,Everton,Chelsea,1,0,H,1,0,H,H Webb
14/09/13,Fulham,West Brom,1,1,D,1,0,H,L Probert
14/09/13,Hull,Cardiff,1,1,D,1,0,H,R Madley
14/09/13,Man United,Crystal Palace,2,0,H,1,0,H,J Moss
14/09/13,Stoke,Man City,0,0,D,0,0,D,M Clattenburg
14/09/13,Sunderland,Arsenal,1,3,A,0,1,A,M Atkinson
14/09/13,Tottenham,Norwich,2,0,H,1,0,H,L Mason
15/09/13,Southampton,West Ham,0,0,D,0,0,D,A Marriner
16/09/13,Swansea,Liverpool,2,2,D,1,2,A,M Oliver
21/09/13,Chelsea,Fulham,2,0,H,0,0,D,A Marriner
21/09/13,Liverpool,Southampton,0,1,A,0,0,D,N Swarbrick
21/09/13,Newcastle,Hull,2,3,A,2,1,H,M Atkinson
21/09/13,Norwich,Aston Villa,0,1,A,0,1,A,C Foy
21/09/13,West Brom,Sunderland,3,0,H,1,0,H,P Dowd
21/09/13,West Ham,Everton,2,3,A,1,0,H,L Mason
22/09/13,Arsenal,Stoke,3,1,H,2,1,H,M Dean
22/09/13,Cardiff,Tottenham,0,1,A,0,0,D,M Clattenburg
22/09/13,Crystal Palace,Swansea,0,2,A,0,1,A,K Friend
22/09/13,Man City,Man United,4,1,H,2,0,H,H Webb
28/09/13,Aston Villa,Man City,3,2,H,0,1,A,M Jones
28/09/13,Fulham,Cardiff,1,2,A,1,1,D,C Pawson
28/09/13,Hull,West Ham,1,0,H,1,0,H,K Friend
28/09/13,Man United,West Brom,1,2,A,0,0,D,M Oliver
28/09/13,Southampton,Crystal Palace,2,0,H,0,0,D,M Atkinson
28/09/13,Swansea,Arsenal,1,2,A,0,0,D,M Clattenburg
28/09/13,Tottenham,Chelsea,1,1,D,1,0,H,M Dean
29/09/13,Stoke,Norwich,0,1,A,0,1,A,A Taylor
29/09/13,Sunderland,Liverpool,1,3,A,0,2,A,H Webb
30/09/13,Everton,Newcastle,3,2,H,3,0,H,P Dowd
05/10/13,Cardiff,Newcastle,1,2,A,0,2,A,K Friend
05/10/13,Fulham,Stoke,1,0,H,0,0,D,R East
05/10/13,Hull,Aston Villa,0,0,D,0,0,D,M Clattenburg
05/10/13,Liverpool,Crystal Palace,3,1,H,3,0,H,A Taylor
05/10/13,Man City,Everton,3,1,H,2,1,H,J Moss
05/10/13,Sunderland,Man United,1,2,A,1,0,H,C Foy
06/10/13,Norwich,Chelsea,1,3,A,0,1,A,N Swarbrick
06/10/13,Southampton,Swansea,2,0,H,1,0,H,M Dean
06/10/13,Tottenham,West Ham,0,3,A,0,0,D,L Probert
06/10/13,West Brom,Arsenal,1,1,D,1,0,H,L Mason
19/10/13,Arsenal,Norwich,4,1,H,1,0,H,L Probert
19/10/13,Chelsea,Cardiff,4,1,H,1,1,D,A Taylor
19/10/13,Everton,Hull,2,1,H,1,1,D,N Swarbrick
19/10/13,Man United,Southampton,1,1,D,1,0,H,M Jones
19/10/13,Newcastle,Liverpool,2,2,D,1,1,D,A Marriner
19/10/13,Stoke,West Brom,0,0,D,0,0,D,H Webb
19/10/13,Swansea,Sunderland,4,0,H,0,0,D,C Pawson
19/10/13,West Ham,Man City,1,3,A,0,1,A,M Oliver
20/10/13,Aston Villa,Tottenham,0,2,A,0,1,A,P Dowd
21/10/13,Crystal Palace,Fulham,1,4,A,1,2,A,L Mason
26/10/13,Aston Villa,Everton,0,2,A,0,0,D,A Taylor
26/10/13,Crystal Palace,Arsenal,0,2,A,0,0,D,C Foy
26/10/13,Liverpool,West Brom,4,1,H,2,0,H,J Moss
26/10/13,Man United,Stoke,3,2,H,1,2,A,L Mason
26/10/13,Norwich,Cardiff,0,0,D,0,0,D,M Jones
26/10/13,Southampton,Fulham,2,0,H,2,0,H,A Marriner
27/10/13,Chelsea,Man City,2,1,H,1,0,H,H Webb
27/10/13,Sunderland,Newcastle,2,1,H,1,0,H,L Probert
27/10/13,Swansea,West Ham,0,0,D,0,0,D,P Dowd
27/10/13,Tottenham,Hull,1,0,H,0,0,D,M Oliver
02/11/13,Arsenal,Liverpool,2,0,H,1,0,H,M Atkinson
02/11/13,Fulham,Man United,1,3,A,0,3,A,L Probert
02/11/13,Hull,Sunderland,1,0,H,1,0,H,A Marriner
02/11/13,Man City,Norwich,7,0,H,4,0,H,P Dowd
02/11/13,Newcastle,Chelsea,2,0,H,0,0,D,L Mason
02/11/13,Stoke,Southampton,1,1,D,1,1,D,C Foy
02/11/13,West Brom,Crystal Palace,2,0,H,1,0,H,N Swarbrick
02/11/13,West Ham,Aston Villa,0,0,D,0,0,D,H Webb
03/11/13,Cardiff,Swansea,1,0,H,0,0,D,M Dean
03/11/13,Everton,Tottenham,0,0,D,0,0,D,K Friend
09/11/13,Aston Villa,Cardiff,2,0,H,0,0,D,M Atkinson
09/11/13,Chelsea,West Brom,2,2,D,1,0,H,L Probert
09/11/13,Crystal Palace,Everton,0,0,D,0,0,D,C Pawson
09/11/13,Liverpool,Fulham,4,0,H,3,0,H,M Jones
09/11/13,Norwich,West Ham,3,1,H,0,1,A,J Moss
09/11/13,Southampton,Hull,4,1,H,3,0,H,H Webb
10/11/13,Man United,Arsenal,1,0,H,1,0,H,M Oliver
10/11/13,Sunderland,Man City,1,0,H,1,0,H,M Dean
