Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
14/08/04,Aston Villa,Southampton,2,0,H,2,0,H,U Rennie
14/08/04,Blackburn,West Brom,1,1,D,0,1,A,C Foy
14/08/04,Bolton,Charlton,4,1,H,2,0,H,P Dowd
14/08/04,Man City,Fulham,1,1,D,1,0,H,M Messias
14/08/04,Middlesbrough,Newcastle,2,2,D,0,1,A,S Bennett
14/08/04,Norwich,Crystal Palace,1,1,D,1,0,H,P Walton
14/08/04,Portsmouth,Birmingham,1,1,D,1,1,D,H Webb
14/08/04,Tottenham,Liverpool,1,1,D,0,1,A,D Gallagher
15/08/04,Chelsea,Man United,1,0,H,1,0,H,G Poll
15/08/04,Everton,Arsenal,1,4,A,0,2,A,M Riley
21/08/04,Birmingham,Chelsea,0,1,A,0,0,D,B Knight
21/08/04,Charlton,Portsmouth,2,1,H,1,0,H,A Wiley
21/08/04,Crystal Palace,Everton,1,3,A,1,1,D,M Clattenburg
21/08/04,Fulham,Bolton,2,0,H,1,0,H,R Styles
21/08/04,Liverpool,Man City,2,1,H,0,1,A,G Poll
21/08/04,Man United,Norwich,2,1,H,1,0,H,N Barry
21/08/04,Newcastle,Tottenham,0,1,A,0,0,D,M Dean
21/08/04,Southampton,Blackburn,3,2,H,1,0,H,A D'Urso
22/08/04,Arsenal,Middlesbrough,5,3,H,1,1,D,S Dunn
22/08/04,West Brom,Aston Villa,1,1,D,1,1,D,M Halsey
24/08/04,Birmingham,Man City,1,0,H,1,0,H,P Dowd
24/08/04,Crystal Palace,Chelsea,0,2,A,0,1,A,C Foy
25/08/04,Arsenal,Blackburn,3,0,H,0,0,D,N Barry
25/08/04,Charlton,Aston Villa,3,0,H,2,0,H,H Webb
25/08/04,Fulham,Middlesbrough,0,2,A,0,0,D,D Gallagher
25/08/04,Newcastle,Norwich,2,2,D,1,0,H,M Halsey
25/08/04,Southampton,Bolton,1,2,A,0,2,A,S Dunn
25/08/04,West Brom,Tottenham,1,1,D,1,1,D,B Knight
28/08/04,Aston Villa,Newcastle,4,2,H,1,2,A,M Riley
28/08/04,Blackburn,Man United,1,1,D,1,0,H,A Wiley
28/08/04,Chelsea,Southampton,2,1,H,2,1,H,S Bennett
28/08/04,Everton,West Brom,2,1,H,1,1,D,P Walton
28/08/04,Man City,Charlton,4,0,H,2,0,H,M Halsey
28/08/04,Middlesbrough,Crystal Palace,2,1,H,0,0,D,M Dean
28/08/04,Norwich,Arsenal,1,4,A,0,3,A,G Poll
28/08/04,Tottenham,Birmingham,1,0,H,1,0,H,M Clattenburg
29/08/04,Bolton,Liverpool,1,0,H,1,0,H,U Rennie
30/08/04,Man United,Everton,0,0,D,0,0,D,D Gallagher
30/08/04,Portsmouth,Fulham,4,3,H,3,2,H,B Knight
11/09/04,Aston Villa,Chelsea,0,0,D,0,0,D,R Styles
11/09/04,Bolton,Man United,2,2,D,0,1,A,M Messias
11/09/04,Fulham,Arsenal,0,3,A,0,0,D,M Halsey
11/09/04,Liverpool,West Brom,3,0,H,2,0,H,S Dunn
11/09/04,Man City,Everton,0,1,A,0,0,D,S Bennett
11/09/04,Middlesbrough,Birmingham,2,1,H,1,1,D,G Poll
11/09/04,Newcastle,Blackburn,3,0,H,2,0,H,D Gallagher
11/09/04,Portsmouth,Crystal Palace,3,1,H,1,1,D,P Dowd
12/09/04,Tottenham,Norwich,0,0,D,0,0,D,H Webb
13/09/04,Charlton,Southampton,0,0,D,0,0,D,N Barry
18/09/04,Arsenal,Bolton,2,2,D,1,0,H,P Dowd
18/09/04,Birmingham,Charlton,1,1,D,0,0,D,U Rennie
18/09/04,Blackburn,Portsmouth,1,0,H,0,0,D,M Clattenburg
18/09/04,Crystal Palace,Man City,1,2,A,0,0,D,M Atkinson
18/09/04,Norwich,Aston Villa,0,0,D,0,0,D,B Knight
18/09/04,West Brom,Fulham,1,1,D,0,0,D,M Dean
19/09/04,Chelsea,Tottenham,0,0,D,0,0,D,M Riley
19/09/04,Everton,Middlesbrough,1,0,H,0,0,D,H Webb
19/09/04,Southampton,Newcastle,1,2,A,0,1,A,C Foy
20/09/04,Man United,Liverpool,2,1,H,1,0,H,G Poll
25/09/04,Aston Villa,Crystal Palace,1,1,D,1,1,D,M Clattenburg
25/09/04,Bolton,Birmingham,1,1,D,1,0,H,R Styles
25/09/04,Fulham,Southampton,1,0,H,1,0,H,G Poll
25/09/04,Liverpool,Norwich,3,0,H,2,0,H,A Wiley
25/09/04,Man City,Arsenal,0,1,A,0,1,A,N Barry
25/09/04,Middlesbrough,Chelsea,0,1,A,0,0,D,M Halsey
25/09/04,Newcastle,West Brom,3,1,H,0,0,D,M Riley
25/09/04,Tottenham,Man United,0,1,A,0,1,A,P Walton
26/09/04,Portsmouth,Everton,0,1,A,0,0,D,D Gallagher
27/09/04,Charlton,Blackburn,1,0,H,0,0,D,S Dunn
02/10/04,Arsenal,Charlton,4,0,H,1,0,H,M Dean
02/10/04,Blackburn,Aston Villa,2,2,D,1,1,D,P Walton
02/10/04,Everton,Tottenham,0,1,A,0,0,D,G Poll
02/10/04,Norwich,Portsmouth,2,2,D,0,1,A,M Messias
02/10/04,Southampton,Man City,0,0,D,0,0,D,U Rennie
02/10/04,West Brom,Bolton,2,1,H,0,0,D,M Clattenburg
03/10/04,Birmingham,Newcastle,2,2,D,1,1,D,H Webb
03/10/04,Chelsea,Liverpool,1,0,H,0,0,D,P Dowd
03/10/04,Man United,Middlesbrough,1,1,D,0,1,A,R Styles
04/10/04,Crystal Palace,Fulham,2,0,H,0,0,D,M Riley
16/10/04,Arsenal,Aston Villa,3,1,H,2,1,H,G Poll
16/10/04,Birmingham,Man United,0,0,D,0,0,D,M Halsey
16/10/04,Blackburn,Middlesbrough,0,4,A,0,0,D,M Riley
16/10/04,Bolton,Crystal Palace,1,0,H,1,0,H,N Barry
16/10/04,Everton,Southampton,1,0,H,0,0,D,B Knight
16/10/04,Fulham,Liverpool,2,4,A,2,0,H,S Bennett
16/10/04,Man City,Chelsea,1,0,H,1,0,H,H Webb
16/10/04,West Brom,Norwich,0,0,D,0,0,D,P Crossley
17/10/04,Charlton,Newcastle,1,1,D,0,1,A,P Walton
18/10/04,Portsmouth,Tottenham,1,0,H,0,0,D,U Rennie
23/10/04,Aston Villa,Fulham,2,0,H,1,0,H,P Dowd
23/10/04,Chelsea,Blackburn,4,0,H,2,0,H,G Poll
23/10/04,Crystal Palace,West Brom,3,0,H,2,0,H,M Messias
23/10/04,Liverpool,Charlton,2,0,H,0,0,D,A D'Urso
23/10/04,Norwich,Everton,2,3,A,0,2,A,M Clattenburg
23/10/04,Tottenham,Bolton,1,2,A,1,1,D,C Foy
24/10/04,Man United,Arsenal,2,0,H,0,0,D,M Riley
24/10/04,Middlesbrough,Portsmouth,1,1,D,0,1,A,M Atkinson
