Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
13/08/11,Blackburn,Wolves,1,2,A,1,1,D,K Friend
13/08/11,Fulham,Aston Villa,0,0,D,0,0,D,L Mason
13/08/11,Liverpool,Sunderland,1,1,D,1,0,H,P Dowd
13/08/11,Newcastle,Arsenal,0,0,D,0,0,D,P Walton
13/08/11,QPR,Bolton,0,4,A,0,1,A,M Atkinson
13/08/11,Wigan,Norwich,1,1,D,1,1,D,S Attwell
14/08/11,Stoke,Chelsea,0,0,D,0,0,D,M Halsey
14/08/11,West Brom,Man United,1,2,A,1,1,D,M Jones
15/08/11,Man City,Swansea,4,0,H,0,0,D,M Dean
20/08/11,Arsenal,Liverpool,0,2,A,0,0,D,M Atkinson
20/08/11,Aston Villa,Blackburn,3,1,H,2,0,H,S Attwell
20/08/11,Chelsea,West Brom,2,1,H,0,1,A,L Mason
20/08/11,Everton,QPR,0,1,A,0,1,A,K Friend
20/08/11,Sunderland,Newcastle,0,1,A,0,0,D,H Webb
20/08/11,Swansea,Wigan,0,0,D,0,0,D,P Dowd
21/08/11,Bolton,Man City,2,3,A,1,2,A,M Jones
21/08/11,Norwich,Stoke,1,1,D,1,0,H,N Swarbrick
21/08/11,Wolves,Fulham,2,0,H,2,0,H,M Dean
22/08/11,Man United,Tottenham,3,0,H,0,0,D,L Probert
27/08/11,Aston Villa,Wolves,0,0,D,0,0,D,M Atkinson
27/08/11,Blackburn,Everton,0,1,A,0,0,D,L Mason
27/08/11,Chelsea,Norwich,3,1,H,1,0,H,M Jones
27/08/11,Liverpool,Bolton,3,1,H,1,0,H,L Probert
27/08/11,Swansea,Sunderland,0,0,D,0,0,D,M Halsey
27/08/11,Wigan,QPR,2,0,H,1,0,H,M Oliver
28/08/11,Man United,Arsenal,8,2,H,3,1,H,H Webb
28/08/11,Newcastle,Fulham,2,1,H,0,0,D,K Friend
28/08/11,Tottenham,Man City,1,5,A,0,2,A,P Dowd
28/08/11,West Brom,Stoke,0,1,A,0,0,D,M Dean
10/09/11,Arsenal,Swansea,1,0,H,1,0,H,S Attwell
10/09/11,Bolton,Man United,0,5,A,0,3,A,A Marriner
10/09/11,Everton,Aston Villa,2,2,D,1,0,H,M Oliver
10/09/11,Man City,Wigan,3,0,H,1,0,H,M Atkinson
10/09/11,Stoke,Liverpool,1,0,H,1,0,H,M Clattenburg
10/09/11,Sunderland,Chelsea,1,2,A,0,1,A,L Probert
10/09/11,Wolves,Tottenham,0,2,A,0,0,D,P Walton
11/09/11,Fulham,Blackburn,1,1,D,1,1,D,H Webb
11/09/11,Norwich,West Brom,0,1,A,0,1,A,M Halsey
12/09/11,QPR,Newcastle,0,0,D,0,0,D,P Dowd
17/09/11,Aston Villa,Newcastle,1,1,D,1,0,H,N Swarbrick
17/09/11,Blackburn,Arsenal,4,3,H,1,2,A,A Marriner
17/09/11,Bolton,Norwich,1,2,A,0,2,A,H Webb
17/09/11,Everton,Wigan,3,1,H,1,1,D,P Walton
17/09/11,Swansea,West Brom,3,0,H,2,0,H,M Atkinson
17/09/11,Wolves,QPR,0,3,A,0,2,A,A Taylor
18/09/11,Fulham,Man City,2,2,D,0,1,A,M Clattenburg
18/09/11,Man United,Chelsea,3,1,H,3,0,H,P Dowd
